rank, address, quantity, percentage
308, 0x59bb49d1a5bc5adae118aa1d98f4c156c538dc84, 2400, 0.0393
309, 0xaf8c6d16656c696daea8aababced554ba3b68b43, 2391.86918, 0.0391
310, 0x9cd04e81b4279702ef345f55a4c4183cdbf8e4d1, 2361.067297173184716958, 0.0386
311, 0xc5e0f1fa26738fa9adf94fb2ef9d89a1702ef578, 2351.5178808, 0.0385
312, 0x1ae2c359f1d81e7f07f1fe2a2956752d27409c72, 2350.56510868567676165, 0.0385
313, 0x736ab7a26b91d8570f88dbfc3d5be974ff5cf928, 2340.85809025, 0.0383
314, 0x4c8ab50d2cc2fedbd3fcf1c53df293d752e66a81, 2340, 0.0383
315, 0xdfe2788cf2af823a17b2df9538126c64c22ebf82, 2328.41375, 0.0381
316, 0x9f794f7fe7796ba0b7fe7bb3b4f9ad366006dc81, 2324.73700065, 0.0380
317, 0xeda7c00857966917e64a83afa12825a7b58ad603, 2320, 0.0380
318, 0xc9f45fc8e411c09d5f0487ac534953f407385cd7, 2318.009127939200163659, 0.0379
319, 0x97ac90fe0015c1b7bff95a000805dd684a9717a8, 2304.834360522670949126, 0.0377
320, 0xb33196027bc4d4ff5b14b199b35891fba10ce64c, 2300, 0.0376
321, 0xbfa19678af56428a5e7f1dff11400e04b87f7dce, 2300, 0.0376
322, 0x9581dd103b1f621771e843787dd8d250fb6bbd10, 2300, 0.0376
323, 0xe1c1123a90204ba8647cf0db0d0296a7c3a85949, 2295.519198306774763792, 0.0376
324, Nebank: D&W, 2292.698100784999999904, 0.0375
325, 0xe42cf087ad452daf72771e9ae4514f2e1c76420b, 2291.007744723116917009, 0.0375
326, 0xf5cf8b96862e24b1b2a6c03dbd816a95c280338c, 2276.038572800332534709, 0.0373
327, 0x5d7f7ee7819dedc1309b8f38049c343e7e7e0461, 2270.76414424, 0.0372
328, 0x721b7bfdfe33100e176db6e48a90e6dabce6cc8d, 2262.58, 0.0370
329, 0x12fdda02d1ba2f844edea12f768e175956c4144c, 2261.272, 0.0370
330, 0x684bf3496beb784b004b9ea2fb74cfa58445a849, 2260, 0.0370
331, 0x50d1c5494548b653d9b1f3579f1ba936d79ffe18, 2258.202189437508614431, 0.0370
332, 0x3e05f7e303b35d9e4a00cebf0b8badc0a0ca93fa, 2257.72993847, 0.0370
333, 0xdcc5ccc2c45a66309d82765f6ab81a50774ec04c, 2237.200316549757203222, 0.0366
334, 0x547ca66b4123b26fbf55d1c0be17245f50228a8b, 2232.385844644082569384, 0.0365
335, 0x0dabc37baac527c5fd893992ed2d89254606c109, 2227.790781822305170251, 0.0365
336, 0xefca63d221ae60823b58ec4d4a4b23f980db3b15, 2220, 0.0363
337, 0xb4fa10a7f77a10a0bf10df605a2be1affdf5dd62, 2217.61112779, 0.0363
338, 0xf838e1c2ff4168c98014ac7a6b092694d4753c00, 2213.544194, 0.0362
339, 0x0a4b0b6b06282ddd4aa890cbb44e45f6e364f85e, 2200.539646178138651421, 0.0360
340, 0xd1701725523c47bcae4152ca26771545d56a411e, 2200, 0.0360
341, 0xda43c54ce5083885f561e05fd6220b7096be246c, 2186.95997003, 0.0358
342, 0x5796bc21f969f29eb342e0fdff0b3d3d2d7c2479, 2169.981, 0.0355
343, 0x2258a4508f40a36f0ae6a63ce50d51ee877d502d, 2157.76334693, 0.0353
344, 0x46329fb3c942df7f71ed177e34684b70ade2b896, 2150.006173662931056811, 0.0352
345, 0xa4b62f6085b89c9411796e5eb8571748f2002c4e, 2147.786, 0.0352
346, 0x08caf1d27cee389538bc085ce09125f444dfbd3a, 2147.0289, 0.0351
347, 0xbbbaba69c198996fa2c2d8bed1c34918226f1b83, 2134.4043072, 0.0349
348, 0x0a51df458c04f8e7de67be2db574740fa9eaad1b, 2130.74480928, 0.0349
349, 0x9f6854e8c98677684c0773a68d2c70854b859eb1, 2127.44905, 0.0348
350, 0x798206415a4c093ea8a59d19808643a01346ff49, 2120, 0.0347
351, 0xbe92c3ff74f7e01077e770873fcccad93a36e0d1, 2118.080615459859450001, 0.0347
352, 0xb15b270a7c1b5401538c2934074c70bb10c25fdc, 2103.50836, 0.0344
353, 0xa85db90a738263650eb243341bc9822742f14366, 2100.2, 0.0344
354, 0xc9aa9545120f6c96e9446c12ea8e11b38244cd18, 2092.96736, 0.0343
355, 0x70609a13b5948f321cae6666eac0ca69fb929780, 2083.623643634969926554, 0.0341
356, 0xb1d43165484e44b6bc04097cbe35083345ef6a01, 2080.378532872506677893, 0.0340
357, 0xfdec604aa1ce639733022e7e5be5ca5e5e6beb71, 2069.604343958668211353, 0.0339
358, 0xd6dc2d3c2f257ad74ac0b460d82a24da00093969, 2063.6014, 0.0338
359, 0x7104ed3076a82075264309cae77e2e3757c5b015, 2056.556182427700139489, 0.0337
360, 0x533d6c81b8d53a8133acf0f2bfc12414c7125be3, 2053.194, 0.0336
361, 0x1ac06244690d3308275fca607c2654c07c78f213, 2046.55449, 0.0335
362, 0x2b4cb27069f1828b418f796c69637a8323fafc66, 2040, 0.0334
363, 0xca732ee6b514877fbc6b1a19315dc293571dbd2f, 2040, 0.0334
364, 0xfdd37a0f524d71145437266fb5b8326d1d074c49, 2037.02879, 0.0333
365, 0xbf957e1c121fa769580d29bf320ee8bff138ad12, 2035.28077201, 0.0333
366, 0xcdfd1c9e193483e8be7f8c7fbf6121c355dfb83a, 2033.82399352, 0.0333
367, 0x8744d77b230f8caa56b39b41cc0b1e767f769bd3, 2028.952, 0.0332
368, 0x28a9f437d2183be861d80e0d8c251a8b7fa92c8f, 2020, 0.0331
369, 0xecb8cbe870c68fe015ab2e9881f94db3f8ce450a, 2017.65922384, 0.0330
370, 0xe0eb9a18f9dd5993255ce4fb8f1f10638c0e9178, 2010.453, 0.0329
371, 0x9082e2664ddbad19511e5809164977f19da96e10, 2009.962, 0.0329
372, 0xc72de566783fa4779ff2550a7c8ccd6a0283c12c, 2008.288702882671579953, 0.0329
373, 0xc240a4597af46b3bd41fb93114676b9f88153f20, 2006.9479361, 0.0328
374, 0x82af1c9b9de61c4e2057ca4d749d3262e2b4b845, 2004.811024247725168867, 0.0328
375, 0x92484681f8b633e09e7060908f919647cdb72a45, 2004.702304065244702366, 0.0328
376, 0x5f96f7c89c85fc556208459464dbceb7b7175f5d, 2004.1394, 0.0328
377, 0x1070987db41a61acfacf5954de6fcc83e6b25dcc, 2001.44269369, 0.0328
378, 0xa6b7bc9896495c6f7c71c6e0b98e0a1938ce3fff, 2000.974, 0.0327
379, 0x0e4fb12be6b10a22242b11f22bc963439ddfd1ea, 2000.972, 0.0327
380, 0x6ad266d47d58a02c1323623073c6f423f0f763c3, 2000.45, 0.0327
381, 0x9e7d3660700900f96970b1ab8958fcd5be1e2628, 2000.252432393939074255, 0.0327
382, 0xa2c9e6cc8810f62fb64c76a35c447ce4096d56dd, 2000.0265, 0.0327
383, 0xa3d32371c6a78b5101b02703996fe2b35b0e7b2f, 2000.00669733, 0.0327
384, 0xd6d662aa109ce8666a3b8f708a12f61c2199cdce, 2000, 0.0327
385, 0xdc0d681e07ea8bf792d7a438bd93cb58ff5c57d8, 2000, 0.0327
386, 0xd04f77676e7edc1eb9ff2e09fd94cac20cf93106, 2000, 0.0327
387, 0xa17d0b64c88d0ea9e32a35d8370fbe155e0c284d, 1998.143835679906306234, 0.0327
388, 0xc3fe7c4be4e164613726d691ed27940a71fefa11, 1995.103921911144816845, 0.0327
389, 0x8fbfe59689376a726bc7f0c603c21a271d1acbb7, 1994.793499999617080426, 0.0326
390, 0xf50bed74d78ad127c217272bca2872a7bde69538, 1991.402724218710925568, 0.0326
391, 0xcd15965d4a3a660dfc3ff9049e6de34a485ceac6, 1980, 0.0324
392, 0x4f62cb7cfb6434cb093f1a017eb49a206549385b, 1972.62736, 0.0323
393, 0x7895361a1e3436d63a7e164a48357fe950c45113, 1959.987, 0.0321
394, 0xb82a723751abb2207d478e16e8541ecfcf99059c, 1958.0237, 0.0320
395, 0x7ea3d4301656eb616c7b993464338b14551224ee, 1947, 0.0319
396, 0xc1b2e383001fd092ae7ccbd12f0718fdeaf42456, 1945.653552, 0.0318
397, 0x24c48691b6d8338356fdaac2bc2fd5de4933d450, 1943.6642000000000001, 0.0318
398, 0x893f589c98a49263a2a7d4d7d59a46e08cdcbad0, 1940, 0.0318
399, 0xe7b8031c6b5d140599e67a9ead4fe295e52345ad, 1940, 0.0318
400, 0xc9f5296eb3ac266c94568d790b6e91eba7d76a11, 1931.81299147239012, 0.0316
401, 0x8241ab85ed1a59412982f48159673679acb38827, 1930.21602106, 0.0316
402, 0x33beed1853747aad59ae4f6fb6261a1f9a6a07d6, 1926.7, 0.0315
403, 0x396f110ff1dc20d91bdcb4036c18ad118d9235fa, 1920, 0.0314
404, 0xbcbdfbfb04d5811d50d355ab7564d6500243b1a8, 1907.119142454322632226, 0.0312
405, 0x3f126bcf7406f684ca8d43c339445e93c0b56c73, 1901.1077796, 0.0311
406, 0x9812debd5e069fb77e20d54ef7935d52d7210097, 1900, 0.0311
407, 0xb6ded3fbba686e2b1bb56fe426d92d7d06edb910, 1896.9286142, 0.0310
408, 0x31491077b8150610904eb5c9eb4d12d67b61be01, 1888.88734088, 0.0309
409, 0xb0637996070344c8c629fc033dcaba3e0d9da0b7, 1884.3292185130663336, 0.0308
410, 0xac80aad8c60d4f58b361641826c08921f75a6a53, 1869.96242115, 0.0306
411, 0xcb6e1812bf7714e1046b94f82f055baa6c02fe21, 1868.848, 0.0306
412, 0xa5ae3492c472c19dadbf62fe1a0a1ca9c903fbe6, 1866.312902853389916105, 0.0305
413, 0x8cb9cd6c1b94576807e1f6bf3f1a1c5fafdb6bc7, 1860.525, 0.0305
414, 0x4a160004ca35cf4419c0d17ebfc1893cc07c0569, 1860, 0.0304
415, 0x583c8206eb00589c9de61a214fc6565729326ec5, 1860, 0.0304
416, 0xe3f64482595741492935f7e9c8136963a334b569, 1856.689076049219584737, 0.0304
417, 0xc3018781c615397dd1bf0125217a48019fa8340d, 1835.71214598, 0.0300
418, 0x5ea7f1199f4a57eafb5dfee4e8046e86b16819ec, 1834.567276790715380585, 0.0300
419, 0xcd1119aab735e70f2af71d28f7b48fc22902240e, 1833.610028179804374561, 0.0300
420, 0x015097f376fa7a6daeeedffa314b261f66ed5e0a, 1826.298772534222841844, 0.0299
421, 0x46ba315607e7553346b0cfd5e7a3e006f2731033, 1820, 0.0298
422, 0xecd577fc6a76524cac13e2e49055ba9b67ac6d82, 1820, 0.0298
423, 0xb3218f9443b867b62cba5b883b4d9a3a74c143b6, 1820, 0.0298
424, 0x6939bc0687a10b52b017952a8f1fded86995e70f, 1820, 0.0298
425, 0xcd2ddb17de19eb10fb423956ec6758adf13ae49e, 1813.3405, 0.0297
426, 0x018bb3460956186c10a102864eee72beb1eb699a, 1808.343082535510336601, 0.0296
427, 0xf1556137e7f45817e774096c5922f32c68ab15ae, 1807.679736, 0.0296
428, 0x365f82a29d79a223b96e3143b37845f47b61c1f5, 1800.42647094677523857, 0.0295
429, 0x4653ae7560698e18c34b6f0dde5f2c54bd500373, 1798.238693538845989442, 0.0294
430, 0x97c55ad5536a6a57971def4efcc969a7d55f1dd7, 1795.358, 0.0294
431, 0x7c151b01424c7c0f3cfebdc463593ab3c46a03d5, 1791.33302184, 0.0293
432, 0xbf9993bb22b5dd5a4c7bbae27ff12e11cb5d03ce, 1785.08012, 0.0292
433, 0xe811638f0752b9ac8414661f12785edcc9c6236b, 1764.11821339, 0.0289
434, 0xb91900d31297af1192fa3b43ad4c9754d99a0eda, 1760, 0.0288
435, 0x0a306d5d7ed37b8cd74dea6220621b02e0d68bee, 1760, 0.0288
436, 0xe5517323e660ddcd6f784309fb5cd2c72b315da2, 1753.5172734375, 0.0287
437, 0x872f3ab86ab1b197570a606e0ba3dba8155c7765, 1745.66698338, 0.0286
438, 0x177b74a3c77c466029406c9ebdc3f3fdabdb41c5, 1744.18, 0.0285
439, 0x866197172600d7f3918f7d56074a4aa25694895b, 1740, 0.0285
440, 0x5f694b58f50683fca10242446d6c4ff45e72942b, 1740, 0.0285
441, 0xaeff2227627070442a8234e71c8896fa1b4686e7, 1738.332623792584727662, 0.0285
442, 0xbd5ed7e9fbdb6a7e7e91f9152ad7e33538cc3be0, 1735.125635940350144279, 0.0284
443, 0xf720765ad4e6e075f5780ef3fdfeb63cba8c3032, 1733.1841679, 0.0284
444, 0x6c2fe33b7693751671b25e237ea3abf2a1b1a6cb, 1723.521027439910160492, 0.0282
445, 0xf9ffd150569c991297edd9321989c4636782605d, 1717.89171746, 0.0281
446, 0xb658cdcfa2d8a87aa8c88aacc3215e2243d724f7, 1708.83153259, 0.0280
447, 0x525eaf11c28c2434da868e4eed9c9e1f45e60227, 1706.468312, 0.0279
448, 0x8f1e3ed31f3b23e2f8ebfc513a8df19d7ef059bc, 1706.02216, 0.0279
449, 0xe231e70f3d2d833ecef78b2240f0838f968dd646, 1700, 0.0278
450, 0x921c4bb10730d9e77e91574e0d9be15cc5f7587e, 1700, 0.0278
451, 0xc6e585effd0875b41fa296e06771d44b5cea537c, 1700, 0.0278
452, PancakeSwap V2: FIL-FilBlue, 1698.910024739713396224, 0.0278
453, 0x67c17275d8e7fe32aab1e81b3ac421e5faef068b, 1693.1679611, 0.0277
454, 0xd8ce091517cd2485ed10e11c98c1512e1f5ac984, 1692.013102243946509115, 0.0277
455, 0x1183e3048c3a13c2583b769c3b89e0302012f5f0, 1690, 0.0277
456, 0x0c20d21c9c7dcaf70dd500a80bd822edb1e7c644, 1689.95, 0.0277
457, 0xc4fd25252a7405215ae30ded62416ba1b3d0266d, 1688.539810552350705767, 0.0276
458, 0x5bd603eb0816d2cf35b927ded59a53b5a2b18fca, 1671.030654070496107386, 0.0273
459, 0x6e10518cf8115ac9c0dc4629523481d098f2e29a, 1668.106452263958097338, 0.0273
460, 0x85dc155fedf41bfa17b8f2c8c00c4ecacb0ef261, 1657.33900076, 0.0271
461, 0x4dad2055b6c21df9b5f0a0d7e72a9d944560a944, 1655.13457743, 0.0271
462, 0xb4d54a94df8afc248a3cfc4cb112f8f819fb5ea3, 1651.442151993405484894, 0.0270
463, 0x97eb212bace4d6fd73968f405326620127e83165, 1649.406138429066093835, 0.0270
464, 0x9d36d3b4f257eb1bef8a7c077388e248add47070, 1647.8927, 0.0270
465, 0x4937b5e84ac56af5426705916893d293bcc8af1f, 1647.172455997873109266, 0.0270
466, 0x309dd049fd9a7b94203c0fa54f984e9e047b22ca, 1645.307267299616818597, 0.0269
467, 0x83108a79480a9c77c86dc65ac5f46f0e125b7d4b, 1629.658882246619845362, 0.0267
468, 0x6d80d70f4889d11fe09a242be4fae09b59349fc9, 1620, 0.0265
469, 0xc5ee9c8fd45c68374a21a9947615b4854b5662dd, 1618.06303033, 0.0265
470, 0xebdfeb9f53cace5da4e1190e132f160e11983c44, 1616.591921734972683878, 0.0265
471, 0xe7761cdf660103d7762d0de28482f9d84fc569ba, 1610.05528, 0.0264
472, 0x5258a0216e3d1191e923b8056a66d55013b5abc4, 1609.08491, 0.0263
473, 0x14427157a5de2d5cfa08fd0cdbd159a413c83329, 1605.751, 0.0263
474, 0x02b1ac679382bdf90006486961eed374835a3186, 1603.826147897898451297, 0.0262
475, 0xf64c2eb627f02e9bc6664584abc3e87238e70f1d, 1602.7454, 0.0262
476, 0xbbff135bc6f3509eac3a715ad3415954d9b265a4, 1600, 0.0262
477, 0xdae80a512f1b4d0d1ab61e4534ab6292b3089d0c, 1600, 0.0262
478, 0xc05894bd92f6e9a86cd57fa0c40575359830b955, 1592.338286041959772543, 0.0261
479, 0x1d294218a9eb05c5a4a87f762a24c145813537ca, 1592.187538494020845234, 0.0261
480, 0x7227b143258162a1dc6075e28f7375c4f43d13dc, 1592, 0.0261
481, 0xcea6d1c73733074ed2d3bdd32b9186b60d60e6f5, 1586.147006537205384629, 0.0260
482, 0xf0e1d5891fef4ee54bc603a5d4e2245ad93f4ca6, 1583.691612700563490293, 0.0259
483, 0x36922388ec7fc42fb26f69b78050ab7c55840ec2, 1580.243717561981944221, 0.0259
484, 0x80a7c7ca5b1f27091861085e9e56fd99172b8424, 1575.069605414899914855, 0.0258
485, 0xa1515da8be833a194fdd6dea7857914d7346691d, 1573.4105824, 0.0258
486, 0x874f7e83a3f22e35745dd13fd6b5092e02fab771, 1569.94974582655113925, 0.0257
487, 0x9563920372bf81c7c71c54f01d944f1930dd0208, 1568.12138, 0.0257
488, 0xcc6da07c687ccd719fd2458e559b0f2db18bc36d, 1567.25219, 0.0257
489, 0x4ebfed19ef42f5dd105d1b5f8b3640e9941324ee, 1560, 0.0255
490, 0x022c76c5ddb9e99c6aee0aaf666fe15bcb32e53d, 1560, 0.0255
491, 0xad7be018c41a0e7097fa9f514fc224b30a2b9474, 1553.3211, 0.0254
492, 0x2b8614178562273a360613353d02638eacb24c65, 1550, 0.0254
493, 0x4c1eca70c4c9744a0c77a89f7311ca4fdf9a54d2, 1544.462413670559458342, 0.0253
494, 0x33ff904e7628dd24814b3c7638d4a9144112b2c7, 1540.716691487830959449, 0.0252
495, 0x26f83ac8b5f99a4b81f2df19103af88b5df95a7c, 1540.282, 0.0252
496, 0x10514a9102af32548db847b2f985011aaa129e9e, 1540, 0.0252
497, 0x4e2d275620987ce9fbeb2489c6310c31bdfcf717, 1533.077999246055691197, 0.0251
498, 0x178b2f3e581990d8e9de31eaf23202c7f614f2b0, 1532.16113325, 0.0251
499, 0xd8a3b07fca0b03fff71e09450c48a73f8ab866d3, 1527.833548420000000323, 0.0250
500, 0x4dc1d015989c24fec7d8dda7b0d304737eb41618, 1527.089, 0.0250
